run_id,seg,label,n_frag_total,n_steps_total
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20801,reason_sent,0,599,49
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-20916,reason_sent,1,642,51
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21379,reason_sent,0,362,35
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21596,reason_sent,1,710,50
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21612,reason_sent,1,606,57
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21847,reason_sent,0,295,26
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-21930,reason_sent,1,600,66
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22080,reason_sent,1,992,80
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22456,reason_sent,0,1168,73
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22714,reason_sent,0,326,38
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-22914,reason_sent,0,253,28
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23262,reason_sent,0,272,40
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23413,reason_sent,0,867,20
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23534,reason_sent,0,128,21
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23824,reason_sent,0,173,21
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-23950,reason_sent,1,620,41
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24066,reason_sent,0,738,42
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24213,reason_sent,0,178,29
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24443,reason_sent,0,949,52
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24539,reason_sent,0,246,21
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24562,reason_sent,0,437,22
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118/sympy__sympy-24661,reason_sent,0,269,35
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-12907,reason_sent,0,669,49
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13033,reason_sent,1,357,35
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13236,reason_sent,1,679,83
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13398,reason_sent,1,3064,60
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13453,reason_sent,0,533,69
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13579,reason_sent,0,775,74
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-13977,reason_sent,1,529,72
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14096,reason_sent,0,2285,57
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14182,reason_sent,1,1185,91
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14309,reason_sent,0,403,56
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14365,reason_sent,1,577,79
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14369,reason_sent,0,1361,134
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14508,reason_sent,0,382,55
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14539,reason_sent,0,280,36
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14598,reason_sent,1,5670,123
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-14995,reason_sent,0,6020,37
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-7166,reason_sent,0,769,87
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-7336,reason_sent,0,196,25
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-7606,reason_sent,1,284,38
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-7671,reason_sent,1,602,61
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-8707,reason_sent,1,681,123
20251124_mini-v1.17.0_minimax-m2/astropy__astropy-8872,reason_sent,1,537,82
20251124_mini-v1.17.0_minimax-m2/django__django-10097,reason_sent,0,6486,52
20251124_mini-v1.17.0_minimax-m2/django__django-10554,reason_sent,1,615,96
20251124_mini-v1.17.0_minimax-m2/django__django-10880,reason_sent,0,469,60
20251124_mini-v1.17.0_minimax-m2/django__django-10914,reason_sent,0,425,42
20251124_mini-v1.17.0_minimax-m2/django__django-10973,reason_sent,0,329,35
20251124_mini-v1.17.0_minimax-m2/django__django-10999,reason_sent,1,261,40
20251124_mini-v1.17.0_minimax-m2/django__django-11066,reason_sent,0,220,35
20251124_mini-v1.17.0_minimax-m2/django__django-11087,reason_sent,1,2740,69
20251124_mini-v1.17.0_minimax-m2/django__django-11095,reason_sent,0,450,86
20251124_mini-v1.17.0_minimax-m2/django__django-11099,reason_sent,0,203,26
20251124_mini-v1.17.0_minimax-m2/django__django-11119,reason_sent,0,396,41
20251124_mini-v1.17.0_minimax-m2/django__django-11133,reason_sent,0,520,87
20251124_mini-v1.17.0_minimax-m2/django__django-11138,reason_sent,1,541,69
20251124_mini-v1.17.0_minimax-m2/django__django-11141,reason_sent,0,3772,106
20251124_mini-v1.17.0_minimax-m2/django__django-11149,reason_sent,1,804,85
20251124_mini-v1.17.0_minimax-m2/django__django-11163,reason_sent,0,172,32
20251124_mini-v1.17.0_minimax-m2/django__django-11179,reason_sent,0,228,36
20251124_mini-v1.17.0_minimax-m2/django__django-11206,reason_sent,0,375,48
20251124_mini-v1.17.0_minimax-m2/django__django-11211,reason_sent,0,483,73
20251124_mini-v1.17.0_minimax-m2/django__django-11239,reason_sent,0,400,47
20251124_mini-v1.17.0_minimax-m2/django__django-11265,reason_sent,1,670,106
20251124_mini-v1.17.0_minimax-m2/django__django-11276,reason_sent,0,945,119
20251124_mini-v1.17.0_minimax-m2/django__django-11292,reason_sent,0,444,69
20251124_mini-v1.17.0_minimax-m2/django__django-11299,reason_sent,0,565,94
20251124_mini-v1.17.0_minimax-m2/django__django-11333,reason_sent,1,395,53
20251124_mini-v1.17.0_minimax-m2/django__django-11400,reason_sent,1,382,59
20251124_mini-v1.17.0_minimax-m2/django__django-11433,reason_sent,1,3483,86
20251124_mini-v1.17.0_minimax-m2/django__django-11451,reason_sent,0,343,44
20251124_mini-v1.17.0_minimax-m2/django__django-11477,reason_sent,1,662,84
20251124_mini-v1.17.0_minimax-m2/django__django-11490,reason_sent,1,478,60
20251124_mini-v1.17.0_minimax-m2/django__django-11532,reason_sent,1,635,86
20251124_mini-v1.17.0_minimax-m2/django__django-11551,reason_sent,0,334,51
20251124_mini-v1.17.0_minimax-m2/django__django-11555,reason_sent,0,656,67
20251124_mini-v1.17.0_minimax-m2/django__django-11603,reason_sent,0,284,42
20251124_mini-v1.17.0_minimax-m2/django__django-11728,reason_sent,1,276,31
20251124_mini-v1.17.0_minimax-m2/django__django-11734,reason_sent,1,14314,247
20251124_mini-v1.17.0_minimax-m2/django__django-11740,reason_sent,0,516,93
20251124_mini-v1.17.0_minimax-m2/django__django-11749,reason_sent,0,409,57
20251124_mini-v1.17.0_minimax-m2/django__django-11790,reason_sent,1,592,61
20251124_mini-v1.17.0_minimax-m2/django__django-11815,reason_sent,0,368,52
20251124_mini-v1.17.0_minimax-m2/django__django-11820,reason_sent,1,323,53
20251124_mini-v1.17.0_minimax-m2/django__django-11848,reason_sent,1,472,56
20251124_mini-v1.17.0_minimax-m2/django__django-11880,reason_sent,0,334,53
20251124_mini-v1.17.0_minimax-m2/django__django-11885,reason_sent,1,660,70
20251124_mini-v1.17.0_minimax-m2/django__django-11951,reason_sent,0,289,41
20251124_mini-v1.17.0_minimax-m2/django__django-11964,reason_sent,1,1441,232
20251124_mini-v1.17.0_minimax-m2/django__django-11999,reason_sent,0,416,77
20251124_mini-v1.17.0_minimax-m2/django__django-12039,reason_sent,0,581,57
20251124_mini-v1.17.0_minimax-m2/django__django-12050,reason_sent,0,284,42
20251124_mini-v1.17.0_minimax-m2/django__django-12125,reason_sent,1,397,47
20251124_mini-v1.17.0_minimax-m2/django__django-12143,reason_sent,0,248,46
20251124_mini-v1.17.0_minimax-m2/django__django-12155,reason_sent,1,524,60
20251124_mini-v1.17.0_minimax-m2/django__django-12193,reason_sent,0,417,64
20251124_mini-v1.17.0_minimax-m2/django__django-12209,reason_sent,0,837,64
20251124_mini-v1.17.0_minimax-m2/django__django-12262,reason_sent,0,364,43
20251124_mini-v1.17.0_minimax-m2/django__django-12273,reason_sent,1,703,92
20251124_mini-v1.17.0_minimax-m2/django__django-12276,reason_sent,0,3871,84
20251124_mini-v1.17.0_minimax-m2/django__django-12304,reason_sent,0,472,50
20251124_mini-v1.17.0_minimax-m2/django__django-12308,reason_sent,1,478,78
20251124_mini-v1.17.0_minimax-m2/django__django-12325,reason_sent,1,476,64
20251124_mini-v1.17.0_minimax-m2/django__django-12406,reason_sent,1,10299,70
20251124_mini-v1.17.0_minimax-m2/django__django-12419,reason_sent,0,408,64
20251124_mini-v1.17.0_minimax-m2/django__django-12663,reason_sent,1,717,88
20251124_mini-v1.17.0_minimax-m2/django__django-12708,reason_sent,0,637,79
20251124_mini-v1.17.0_minimax-m2/django__django-12713,reason_sent,0,473,69
20251124_mini-v1.17.0_minimax-m2/django__django-12741,reason_sent,0,250,36
20251124_mini-v1.17.0_minimax-m2/django__django-12754,reason_sent,1,767,86
20251124_mini-v1.17.0_minimax-m2/django__django-12774,reason_sent,1,532,78
20251124_mini-v1.17.0_minimax-m2/django__django-12858,reason_sent,0,711,86
20251124_mini-v1.17.0_minimax-m2/django__django-12965,reason_sent,0,2858,86
20251124_mini-v1.17.0_minimax-m2/django__django-13012,reason_sent,0,387,49
20251124_mini-v1.17.0_minimax-m2/django__django-13023,reason_sent,0,287,48
20251124_mini-v1.17.0_minimax-m2/django__django-13028,reason_sent,0,301,47
20251124_mini-v1.17.0_minimax-m2/django__django-13033,reason_sent,1,4869,74
20251124_mini-v1.17.0_minimax-m2/django__django-13089,reason_sent,0,394,63
20251124_mini-v1.17.0_minimax-m2/django__django-13109,reason_sent,0,401,72
20251124_mini-v1.17.0_minimax-m2/django__django-13112,reason_sent,1,24372,235
20251124_mini-v1.17.0_minimax-m2/django__django-13121,reason_sent,0,1211,162
20251124_mini-v1.17.0_minimax-m2/django__django-13128,reason_sent,0,767,90
20251124_mini-v1.17.0_minimax-m2/django__django-13158,reason_sent,0,542,70
20251124_mini-v1.17.0_minimax-m2/django__django-13195,reason_sent,1,549,52
20251124_mini-v1.17.0_minimax-m2/django__django-13212,reason_sent,1,620,109
20251124_mini-v1.17.0_minimax-m2/django__django-13279,reason_sent,0,481,65
20251124_mini-v1.17.0_minimax-m2/django__django-13297,reason_sent,0,271,36
20251124_mini-v1.17.0_minimax-m2/django__django-13315,reason_sent,0,659,106
20251124_mini-v1.17.0_minimax-m2/django__django-13343,reason_sent,0,518,64
20251124_mini-v1.17.0_minimax-m2/django__django-13344,reason_sent,1,3512,90
20251124_mini-v1.17.0_minimax-m2/django__django-13346,reason_sent,1,506,66
20251124_mini-v1.17.0_minimax-m2/django__django-13363,reason_sent,0,334,42
20251124_mini-v1.17.0_minimax-m2/django__django-13401,reason_sent,1,497,61
20251124_mini-v1.17.0_minimax-m2/django__django-13406,reason_sent,1,849,121
20251124_mini-v1.17.0_minimax-m2/django__django-13410,reason_sent,0,228,35
20251124_mini-v1.17.0_minimax-m2/django__django-13417,reason_sent,0,466,64
20251124_mini-v1.17.0_minimax-m2/django__django-13449,reason_sent,0,485,49
20251124_mini-v1.17.0_minimax-m2/django__django-13512,reason_sent,0,441,62
20251124_mini-v1.17.0_minimax-m2/django__django-13513,reason_sent,1,3423,70
20251124_mini-v1.17.0_minimax-m2/django__django-13516,reason_sent,0,367,45
20251124_mini-v1.17.0_minimax-m2/django__django-13551,reason_sent,0,376,42
20251124_mini-v1.17.0_minimax-m2/django__django-13568,reason_sent,1,459,57
20251124_mini-v1.17.0_minimax-m2/django__django-13569,reason_sent,1,1389,91
20251124_mini-v1.17.0_minimax-m2/django__django-13590,reason_sent,0,364,52
20251124_mini-v1.17.0_minimax-m2/django__django-13658,reason_sent,0,262,45
20251124_mini-v1.17.0_minimax-m2/django__django-13670,reason_sent,0,285,39
20251124_mini-v1.17.0_minimax-m2/django__django-13741,reason_sent,0,405,61
20251124_mini-v1.17.0_minimax-m2/django__django-13786,reason_sent,0,354,36
20251124_mini-v1.17.0_minimax-m2/django__django-13794,reason_sent,1,381,50
20251124_mini-v1.17.0_minimax-m2/django__django-13807,reason_sent,1,454,75
20251124_mini-v1.17.0_minimax-m2/django__django-13809,reason_sent,0,399,53
20251124_mini-v1.17.0_minimax-m2/django__django-13810,reason_sent,1,469,44
20251124_mini-v1.17.0_minimax-m2/django__django-13820,reason_sent,0,312,37
20251124_mini-v1.17.0_minimax-m2/django__django-13821,reason_sent,0,448,58
20251124_mini-v1.17.0_minimax-m2/django__django-13837,reason_sent,0,536,71
20251124_mini-v1.17.0_minimax-m2/django__django-13925,reason_sent,1,603,89
20251124_mini-v1.17.0_minimax-m2/django__django-13933,reason_sent,0,1445,169
20251124_mini-v1.17.0_minimax-m2/django__django-13964,reason_sent,1,1108,134
20251124_mini-v1.17.0_minimax-m2/django__django-14007,reason_sent,0,516,55
20251124_mini-v1.17.0_minimax-m2/django__django-14011,reason_sent,1,753,73
20251124_mini-v1.17.0_minimax-m2/django__django-14017,reason_sent,0,855,72
20251124_mini-v1.17.0_minimax-m2/django__django-14034,reason_sent,1,564,64
20251124_mini-v1.17.0_minimax-m2/django__django-14053,reason_sent,1,2479,206
20251124_mini-v1.17.0_minimax-m2/django__django-14089,reason_sent,0,260,34
20251124_mini-v1.17.0_minimax-m2/django__django-14122,reason_sent,0,422,63
20251124_mini-v1.17.0_minimax-m2/django__django-14140,reason_sent,0,539,75
20251124_mini-v1.17.0_minimax-m2/django__django-14155,reason_sent,1,465,44
20251124_mini-v1.17.0_minimax-m2/django__django-14170,reason_sent,1,314,41
20251124_mini-v1.17.0_minimax-m2/django__django-14238,reason_sent,0,332,50
20251124_mini-v1.17.0_minimax-m2/django__django-14311,reason_sent,0,1027,82
20251124_mini-v1.17.0_minimax-m2/django__django-14315,reason_sent,1,307,33
20251124_mini-v1.17.0_minimax-m2/django__django-14349,reason_sent,0,439,63
20251124_mini-v1.17.0_minimax-m2/django__django-14351,reason_sent,0,1234,113
20251124_mini-v1.17.0_minimax-m2/django__django-14373,reason_sent,0,274,46
20251124_mini-v1.17.0_minimax-m2/django__django-14376,reason_sent,1,112,14
20251124_mini-v1.17.0_minimax-m2/django__django-14404,reason_sent,1,454,66
20251124_mini-v1.17.0_minimax-m2/django__django-14434,reason_sent,0,408,44
20251124_mini-v1.17.0_minimax-m2/django__django-14493,reason_sent,0,297,47
20251124_mini-v1.17.0_minimax-m2/django__django-14500,reason_sent,0,582,92
20251124_mini-v1.17.0_minimax-m2/django__django-14534,reason_sent,1,422,54
20251124_mini-v1.17.0_minimax-m2/django__django-14539,reason_sent,0,795,71
20251124_mini-v1.17.0_minimax-m2/django__django-14559,reason_sent,0,682,125
20251124_mini-v1.17.0_minimax-m2/django__django-14580,reason_sent,0,427,53
20251124_mini-v1.17.0_minimax-m2/django__django-14608,reason_sent,0,418,70
20251124_mini-v1.17.0_minimax-m2/django__django-14631,reason_sent,1,767,102
20251124_mini-v1.17.0_minimax-m2/django__django-14672,reason_sent,0,319,48
20251124_mini-v1.17.0_minimax-m2/django__django-14725,reason_sent,0,4564,95
20251124_mini-v1.17.0_minimax-m2/django__django-14752,reason_sent,0,230,28
20251124_mini-v1.17.0_minimax-m2/django__django-14765,reason_sent,0,318,47
20251124_mini-v1.17.0_minimax-m2/django__django-14771,reason_sent,1,431,68
20251124_mini-v1.17.0_minimax-m2/django__django-14787,reason_sent,0,329,40
20251124_mini-v1.17.0_minimax-m2/django__django-14792,reason_sent,1,612,61
20251124_mini-v1.17.0_minimax-m2/django__django-14855,reason_sent,0,432,55
20251124_mini-v1.17.0_minimax-m2/django__django-14915,reason_sent,0,189,32
20251124_mini-v1.17.0_minimax-m2/django__django-14999,reason_sent,1,416,54
20251124_mini-v1.17.0_minimax-m2/django__django-15022,reason_sent,1,406,51
20251124_mini-v1.17.0_minimax-m2/django__django-15037,reason_sent,0,511,51
20251124_mini-v1.17.0_minimax-m2/django__django-15098,reason_sent,1,797,79
20251124_mini-v1.17.0_minimax-m2/django__django-15103,reason_sent,0,247,36
20251124_mini-v1.17.0_minimax-m2/django__django-15104,reason_sent,0,234,31
20251124_mini-v1.17.0_minimax-m2/django__django-15127,reason_sent,0,565,81
20251124_mini-v1.17.0_minimax-m2/django__django-15128,reason_sent,1,794,87
20251124_mini-v1.17.0_minimax-m2/django__django-15161,reason_sent,0,783,109
20251124_mini-v1.17.0_minimax-m2/django__django-15252,reason_sent,1,354,50
20251124_mini-v1.17.0_minimax-m2/django__django-15268,reason_sent,1,13413,241
20251124_mini-v1.17.0_minimax-m2/django__django-15277,reason_sent,0,281,37
20251124_mini-v1.17.0_minimax-m2/django__django-15278,reason_sent,0,432,61
20251124_mini-v1.17.0_minimax-m2/django__django-15280,reason_sent,1,9856,177
20251124_mini-v1.17.0_minimax-m2/django__django-15315,reason_sent,1,8495,108
20251124_mini-v1.17.0_minimax-m2/django__django-15368,reason_sent,0,476,83
20251124_mini-v1.17.0_minimax-m2/django__django-15375,reason_sent,0,1419,78
20251124_mini-v1.17.0_minimax-m2/django__django-15380,reason_sent,1,1330,125
20251124_mini-v1.17.0_minimax-m2/django__django-15382,reason_sent,0,521,52
20251124_mini-v1.17.0_minimax-m2/django__django-15467,reason_sent,0,660,109
20251124_mini-v1.17.0_minimax-m2/django__django-15499,reason_sent,0,756,96
20251124_mini-v1.17.0_minimax-m2/django__django-15503,reason_sent,1,523,44
20251124_mini-v1.17.0_minimax-m2/django__django-15525,reason_sent,1,8068,89
20251124_mini-v1.17.0_minimax-m2/django__django-15554,reason_sent,1,953,120
20251124_mini-v1.17.0_minimax-m2/django__django-15561,reason_sent,0,303,44
20251124_mini-v1.17.0_minimax-m2/django__django-15563,reason_sent,1,1008,87
20251124_mini-v1.17.0_minimax-m2/django__django-15569,reason_sent,0,327,50
20251124_mini-v1.17.0_minimax-m2/django__django-15572,reason_sent,0,271,34
20251124_mini-v1.17.0_minimax-m2/django__django-15629,reason_sent,1,667,59
20251124_mini-v1.17.0_minimax-m2/django__django-15695,reason_sent,1,2699,63
20251124_mini-v1.17.0_minimax-m2/django__django-15731,reason_sent,0,295,36
20251124_mini-v1.17.0_minimax-m2/django__django-15732,reason_sent,0,526,50
20251124_mini-v1.17.0_minimax-m2/django__django-15741,reason_sent,0,288,53
20251124_mini-v1.17.0_minimax-m2/django__django-15814,reason_sent,0,411,66
20251124_mini-v1.17.0_minimax-m2/django__django-15851,reason_sent,0,294,32
20251124_mini-v1.17.0_minimax-m2/django__django-15863,reason_sent,0,258,31
20251124_mini-v1.17.0_minimax-m2/django__django-15916,reason_sent,0,609,66
20251124_mini-v1.17.0_minimax-m2/django__django-15930,reason_sent,1,1232,132
20251124_mini-v1.17.0_minimax-m2/django__django-15957,reason_sent,1,854,102
20251124_mini-v1.17.0_minimax-m2/django__django-15973,reason_sent,1,5107,168
20251124_mini-v1.17.0_minimax-m2/django__django-15987,reason_sent,0,502,73
20251124_mini-v1.17.0_minimax-m2/django__django-16032,reason_sent,1,1188,90
20251124_mini-v1.17.0_minimax-m2/django__django-16082,reason_sent,0,730,89
20251124_mini-v1.17.0_minimax-m2/django__django-16100,reason_sent,0,474,59
20251124_mini-v1.17.0_minimax-m2/django__django-16116,reason_sent,0,380,57
20251124_mini-v1.17.0_minimax-m2/django__django-16136,reason_sent,0,444,61
20251124_mini-v1.17.0_minimax-m2/django__django-16139,reason_sent,0,255,48
20251124_mini-v1.17.0_minimax-m2/django__django-16145,reason_sent,0,334,51
20251124_mini-v1.17.0_minimax-m2/django__django-16255,reason_sent,0,135,24
20251124_mini-v1.17.0_minimax-m2/django__django-16256,reason_sent,1,417,60
20251124_mini-v1.17.0_minimax-m2/django__django-16263,reason_sent,1,814,115
20251124_mini-v1.17.0_minimax-m2/django__django-16315,reason_sent,1,609,84
20251124_mini-v1.17.0_minimax-m2/django__django-16333,reason_sent,0,294,42
20251124_mini-v1.17.0_minimax-m2/django__django-16429,reason_sent,0,291,36
20251124_mini-v1.17.0_minimax-m2/django__django-16454,reason_sent,1,502,64
20251124_mini-v1.17.0_minimax-m2/django__django-16485,reason_sent,0,338,38
20251124_mini-v1.17.0_minimax-m2/django__django-16493,reason_sent,0,385,57
20251124_mini-v1.17.0_minimax-m2/django__django-16502,reason_sent,1,360,40
20251124_mini-v1.17.0_minimax-m2/django__django-16527,reason_sent,0,222,30
20251124_mini-v1.17.0_minimax-m2/django__django-16560,reason_sent,1,486,90
20251124_mini-v1.17.0_minimax-m2/django__django-16569,reason_sent,0,246,26
20251124_mini-v1.17.0_minimax-m2/django__django-16595,reason_sent,0,346,43
20251124_mini-v1.17.0_minimax-m2/django__django-16612,reason_sent,0,369,55
20251124_mini-v1.17.0_minimax-m2/django__django-16631,reason_sent,1,543,48
20251124_mini-v1.17.0_minimax-m2/django__django-16642,reason_sent,0,279,37
20251124_mini-v1.17.0_minimax-m2/django__django-16661,reason_sent,0,751,64
20251124_mini-v1.17.0_minimax-m2/django__django-16662,reason_sent,0,413,58
20251124_mini-v1.17.0_minimax-m2/django__django-16667,reason_sent,1,252,41
20251124_mini-v1.17.0_minimax-m2/django__django-16801,reason_sent,0,304,39
20251124_mini-v1.17.0_minimax-m2/django__django-16819,reason_sent,0,723,95
20251124_mini-v1.17.0_minimax-m2/django__django-16877,reason_sent,1,436,49
20251124_mini-v1.17.0_minimax-m2/django__django-16899,reason_sent,0,479,77
20251124_mini-v1.17.0_minimax-m2/django__django-16901,reason_sent,1,754,97
20251124_mini-v1.17.0_minimax-m2/django__django-16938,reason_sent,1,611,84
20251124_mini-v1.17.0_minimax-m2/django__django-16950,reason_sent,1,848,125
20251124_mini-v1.17.0_minimax-m2/django__django-17029,reason_sent,0,199,34
20251124_mini-v1.17.0_minimax-m2/django__django-17084,reason_sent,0,542,62
20251124_mini-v1.17.0_minimax-m2/django__django-17087,reason_sent,0,320,55
20251124_mini-v1.17.0_minimax-m2/django__django-7530,reason_sent,0,445,60
20251124_mini-v1.17.0_minimax-m2/django__django-9296,reason_sent,0,213,32
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-13989,reason_sent,0,282,38
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-14623,reason_sent,0,3557,145
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-20488,reason_sent,0,505,48
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-20676,reason_sent,0,2818,76
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-20826,reason_sent,0,746,92
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-20859,reason_sent,0,310,42
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-21568,reason_sent,1,3872,133
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-22719,reason_sent,0,476,49
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-22865,reason_sent,0,730,89
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-22871,reason_sent,0,901,71
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-23299,reason_sent,1,12761,112
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-23314,reason_sent,0,288,47
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-23412,reason_sent,0,481,75
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-23476,reason_sent,1,4872,184
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24026,reason_sent,0,252,33
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24149,reason_sent,0,398,64
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24177,reason_sent,1,6997,240
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24570,reason_sent,0,597,46
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24627,reason_sent,0,288,42
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24637,reason_sent,0,552,78
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24870,reason_sent,1,401,50
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-24970,reason_sent,0,531,45
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-25122,reason_sent,0,419,60
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-25287,reason_sent,0,436,75
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-25311,reason_sent,0,707,105
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-25332,reason_sent,0,473,58
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-25479,reason_sent,1,3644,193
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-25775,reason_sent,0,733,99
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-25960,reason_sent,1,8963,215
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-26113,reason_sent,0,261,37
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-26208,reason_sent,1,11526,183
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-26291,reason_sent,1,742,69
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-26342,reason_sent,0,614,94
20251124_mini-v1.17.0_minimax-m2/matplotlib__matplotlib-26466,reason_sent,1,440,63
20251124_mini-v1.17.0_minimax-m2/mwaskom__seaborn-3069,reason_sent,0,811,112
20251124_mini-v1.17.0_minimax-m2/mwaskom__seaborn-3187,reason_sent,0,723,93
20251124_mini-v1.17.0_minimax-m2/pallets__flask-5014,reason_sent,0,327,54
20251124_mini-v1.17.0_minimax-m2/psf__requests-1142,reason_sent,0,1021,95
20251124_mini-v1.17.0_minimax-m2/psf__requests-1724,reason_sent,1,686,82
20251124_mini-v1.17.0_minimax-m2/psf__requests-1766,reason_sent,1,295,38
20251124_mini-v1.17.0_minimax-m2/psf__requests-1921,reason_sent,1,406,63
20251124_mini-v1.17.0_minimax-m2/psf__requests-2317,reason_sent,1,307,47
20251124_mini-v1.17.0_minimax-m2/psf__requests-2931,reason_sent,1,447,56
20251124_mini-v1.17.0_minimax-m2/psf__requests-5414,reason_sent,1,590,59
20251124_mini-v1.17.0_minimax-m2/psf__requests-6028,reason_sent,1,904,112
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-2905,reason_sent,0,702,68
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-3095,reason_sent,0,427,65
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-3151,reason_sent,0,250,27
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-3305,reason_sent,1,3578,152
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-3677,reason_sent,0,345,47
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-3993,reason_sent,0,394,63
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-4075,reason_sent,0,355,31
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-4094,reason_sent,0,487,66
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-4356,reason_sent,0,737,65
20251124_mini-v1.17.0_minimax-m2/pydata__xarray-4629,reason_sent,0,172,27
