run_id,task_id,agent_id,model_id,model_family,label,seg,n_frag_total,n_steps_total
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11880,django__django-11880,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,572,38
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-11999,django__django-11999,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,1354,68
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-13012,django__django-13012,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,990,59
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-13028,django__django-13028,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,1150,60
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-13449,django__django-13449,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,1251,63
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-14170,django__django-14170,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,1,reason_sent,1045,66
20260217_mini-v2.0.0_gemini-3-flash-high/django__django-15503,django__django-15503,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,878,48
20260217_mini-v2.0.0_gemini-3-flash-high/pydata__xarray-3151,pydata__xarray-3151,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,668,35
20260217_mini-v2.0.0_gemini-3-flash-high/pylint-dev__pylint-6903,pylint-dev__pylint-6903,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,415,24
20260217_mini-v2.0.0_gemini-3-flash-high/pylint-dev__pylint-8898,pylint-dev__pylint-8898,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,1,reason_sent,1485,73
20260217_mini-v2.0.0_gemini-3-flash-high/pytest-dev__pytest-7490,pytest-dev__pytest-7490,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,1,reason_sent,969,48
20260217_mini-v2.0.0_gemini-3-flash-high/scikit-learn__scikit-learn-11310,scikit-learn__scikit-learn-11310,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,971,60
20260217_mini-v2.0.0_gemini-3-flash-high/sphinx-doc__sphinx-10466,sphinx-doc__sphinx-10466,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,838,51
20260217_mini-v2.0.0_gemini-3-flash-high/sphinx-doc__sphinx-7889,sphinx-doc__sphinx-7889,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,349,18
20260217_mini-v2.0.0_gemini-3-flash-high/sphinx-doc__sphinx-9698,sphinx-doc__sphinx-9698,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,864,45
20260217_mini-v2.0.0_gemini-3-flash-high/sphinx-doc__sphinx-9711,sphinx-doc__sphinx-9711,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,941,53
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-14976,sympy__sympy-14976,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,1,reason_sent,904,48
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-16886,sympy__sympy-16886,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,471,37
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-19637,sympy__sympy-19637,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,784,41
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-20916,sympy__sympy-20916,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,1,reason_sent,1119,70
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-21379,sympy__sympy-21379,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,1353,83
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-21930,sympy__sympy-21930,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,1,reason_sent,1607,85
20260217_mini-v2.0.0_gemini-3-flash-high/sympy__sympy-23534,sympy__sympy-23534,mini-swe-agent-2.0.0,gemini-3-flash-preview@high,google,0,reason_sent,907,49
20260226_mini-v2.0.0_gemini-3-pro-high/astropy__astropy-13579,astropy__astropy-13579,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,0,reason_sent,970,65
20260226_mini-v2.0.0_gemini-3-pro-high/django__django-11815,django__django-11815,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,1,reason_sent,1000,57
20260226_mini-v2.0.0_gemini-3-pro-high/django__django-13212,django__django-13212,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,1,reason_sent,857,50
20260226_mini-v2.0.0_gemini-3-pro-high/django__django-15973,django__django-15973,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,1,reason_sent,844,41
20260226_mini-v2.0.0_gemini-3-pro-high/matplotlib__matplotlib-23412,matplotlib__matplotlib-23412,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,0,reason_sent,861,62
20260226_mini-v2.0.0_gemini-3-pro-high/matplotlib__matplotlib-23476,matplotlib__matplotlib-23476,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,1,reason_sent,942,55
20260226_mini-v2.0.0_gemini-3-pro-high/pydata__xarray-4966,pydata__xarray-4966,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,0,reason_sent,605,36
20260226_mini-v2.0.0_gemini-3-pro-high/pytest-dev__pytest-6197,pytest-dev__pytest-6197,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,1,reason_sent,1196,71
20260226_mini-v2.0.0_gemini-3-pro-high/pytest-dev__pytest-7324,pytest-dev__pytest-7324,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,0,reason_sent,655,30
20260226_mini-v2.0.0_gemini-3-pro-high/scikit-learn__scikit-learn-11578,scikit-learn__scikit-learn-11578,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,0,reason_sent,1058,68
20260226_mini-v2.0.0_gemini-3-pro-high/sphinx-doc__sphinx-9258,sphinx-doc__sphinx-9258,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,0,reason_sent,749,42
20260226_mini-v2.0.0_gemini-3-pro-high/sympy__sympy-15976,sympy__sympy-15976,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,0,reason_sent,622,34
20260226_mini-v2.0.0_gemini-3-pro-high/sympy__sympy-20438,sympy__sympy-20438,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,1,reason_sent,1992,107
20260226_mini-v2.0.0_gemini-3-pro-high/sympy__sympy-24539,sympy__sympy-24539,mini-swe-agent-2.0.0,gemini-3-pro-preview@high,google,0,reason_sent,432,28
20260217_mini-v2.0.0_deepseek-3-2-high/astropy__astropy-14369,astropy__astropy-14369,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,782,61
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-11179,django__django-11179,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,931,78
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-14089,django__django-14089,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,360,58
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15368,django__django-15368,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,950,89
20260217_mini-v2.0.0_deepseek-3-2-high/django__django-15973,django__django-15973,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1337,110
20260217_mini-v2.0.0_deepseek-3-2-high/matplotlib__matplotlib-24570,matplotlib__matplotlib-24570,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1141,61
20260217_mini-v2.0.0_deepseek-3-2-high/pylint-dev__pylint-6386,pylint-dev__pylint-6386,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,950,76
20260217_mini-v2.0.0_deepseek-3-2-high/pytest-dev__pytest-7205,pytest-dev__pytest-7205,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,1,reason_sent,1069,67
20260217_mini-v2.0.0_deepseek-3-2-high/scikit-learn__scikit-learn-14983,scikit-learn__scikit-learn-14983,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,1024,77
20260217_mini-v2.0.0_deepseek-3-2-high/sphinx-doc__sphinx-10449,sphinx-doc__sphinx-10449,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,791,67
20260217_mini-v2.0.0_deepseek-3-2-high/sympy__sympy-19637,sympy__sympy-19637,mini-swe-agent-2.0.0,deepseek-v3.2@high,deepseek,0,reason_sent,649,36
20260217_mini-v2.0.0_glm-5-high/django__django-11299,django__django-11299,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,215,46
20260217_mini-v2.0.0_glm-5-high/django__django-11451,django__django-11451,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,292,77
20260217_mini-v2.0.0_glm-5-high/django__django-11551,django__django-11551,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,512,111
20260217_mini-v2.0.0_glm-5-high/django__django-11820,django__django-11820,mini-swe-agent-2.0.0,glm-5@high,zhipu,1,reason_sent,512,135
20260217_mini-v2.0.0_glm-5-high/django__django-12663,django__django-12663,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,810,142
20260217_mini-v2.0.0_glm-5-high/django__django-14580,django__django-14580,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,246,54
20260217_mini-v2.0.0_glm-5-high/django__django-15280,django__django-15280,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,784,85
20260217_mini-v2.0.0_glm-5-high/django__django-15629,django__django-15629,mini-swe-agent-2.0.0,glm-5@high,zhipu,1,reason_sent,486,156
20260217_mini-v2.0.0_glm-5-high/django__django-15863,django__django-15863,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,212,32
20260217_mini-v2.0.0_glm-5-high/django__django-16454,django__django-16454,mini-swe-agent-2.0.0,glm-5@high,zhipu,1,reason_sent,368,70
20260217_mini-v2.0.0_glm-5-high/matplotlib__matplotlib-26342,matplotlib__matplotlib-26342,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,226,43
20260217_mini-v2.0.0_glm-5-high/pydata__xarray-2905,pydata__xarray-2905,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,725,236
20260217_mini-v2.0.0_glm-5-high/pytest-dev__pytest-8399,pytest-dev__pytest-8399,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,352,90
20260217_mini-v2.0.0_glm-5-high/sphinx-doc__sphinx-8721,sphinx-doc__sphinx-8721,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,345,71
20260217_mini-v2.0.0_glm-5-high/sympy__sympy-14248,sympy__sympy-14248,mini-swe-agent-2.0.0,glm-5@high,zhipu,1,reason_sent,1284,181
20260217_mini-v2.0.0_glm-5-high/sympy__sympy-15599,sympy__sympy-15599,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,1419,120
20260217_mini-v2.0.0_glm-5-high/sympy__sympy-22714,sympy__sympy-22714,mini-swe-agent-2.0.0,glm-5@high,zhipu,0,reason_sent,254,36
20260217_mini-v2.0.0_kimi-k2-5-high/astropy__astropy-8872,astropy__astropy-8872,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,1,reason_sent,363,52
20260217_mini-v2.0.0_kimi-k2-5-high/django__django-12125,django__django-12125,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,1,reason_sent,532,59
20260217_mini-v2.0.0_kimi-k2-5-high/django__django-12406,django__django-12406,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,1,reason_sent,358,69
20260217_mini-v2.0.0_kimi-k2-5-high/django__django-13933,django__django-13933,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,0,reason_sent,288,50
20260217_mini-v2.0.0_kimi-k2-5-high/django__django-16032,django__django-16032,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,0,reason_sent,662,119
20260217_mini-v2.0.0_kimi-k2-5-high/matplotlib__matplotlib-22719,matplotlib__matplotlib-22719,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,0,reason_sent,263,33
20260217_mini-v2.0.0_kimi-k2-5-high/matplotlib__matplotlib-24870,matplotlib__matplotlib-24870,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,1,reason_sent,331,48
20260217_mini-v2.0.0_kimi-k2-5-high/psf__requests-2931,psf__requests-2931,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,1,reason_sent,217,29
20260217_mini-v2.0.0_kimi-k2-5-high/pylint-dev__pylint-6528,pylint-dev__pylint-6528,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,1,reason_sent,746,123
20260217_mini-v2.0.0_kimi-k2-5-high/pylint-dev__pylint-8898,pylint-dev__pylint-8898,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,1,reason_sent,498,89
20260217_mini-v2.0.0_kimi-k2-5-high/pytest-dev__pytest-10081,pytest-dev__pytest-10081,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,0,reason_sent,260,40
20260217_mini-v2.0.0_kimi-k2-5-high/sphinx-doc__sphinx-10449,sphinx-doc__sphinx-10449,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,0,reason_sent,241,50
20260217_mini-v2.0.0_kimi-k2-5-high/sphinx-doc__sphinx-9230,sphinx-doc__sphinx-9230,mini-swe-agent-2.0.0,kimi-k2.5@high,moonshot,0,reason_sent,330,71
20260217_mini-v2.0.0_minimax-2-5-high/django__django-11087,django__django-11087,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,reason_sent,716,100
20260217_mini-v2.0.0_minimax-2-5-high/django__django-11815,django__django-11815,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,372,41
20260217_mini-v2.0.0_minimax-2-5-high/django__django-13212,django__django-13212,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,reason_sent,281,60
20260217_mini-v2.0.0_minimax-2-5-high/django__django-13417,django__django-13417,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,281,52
20260217_mini-v2.0.0_minimax-2-5-high/django__django-13809,django__django-13809,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,269,48
20260217_mini-v2.0.0_minimax-2-5-high/django__django-14011,django__django-14011,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,reason_sent,421,66
20260217_mini-v2.0.0_minimax-2-5-high/django__django-14170,django__django-14170,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,reason_sent,269,46
20260217_mini-v2.0.0_minimax-2-5-high/django__django-14999,django__django-14999,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,247,54
20260217_mini-v2.0.0_minimax-2-5-high/django__django-15916,django__django-15916,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,596,60
20260217_mini-v2.0.0_minimax-2-5-high/matplotlib__matplotlib-22865,matplotlib__matplotlib-22865,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,726,71
20260217_mini-v2.0.0_minimax-2-5-high/matplotlib__matplotlib-24870,matplotlib__matplotlib-24870,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,1,reason_sent,481,61
20260217_mini-v2.0.0_minimax-2-5-high/pydata__xarray-7233,pydata__xarray-7233,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,258,37
20260217_mini-v2.0.0_minimax-2-5-high/scikit-learn__scikit-learn-25931,scikit-learn__scikit-learn-25931,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,459,90
20260217_mini-v2.0.0_minimax-2-5-high/sphinx-doc__sphinx-10449,sphinx-doc__sphinx-10449,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,347,63
20260217_mini-v2.0.0_minimax-2-5-high/sphinx-doc__sphinx-8593,sphinx-doc__sphinx-8593,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,346,85
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-15976,sympy__sympy-15976,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,475,48
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-18189,sympy__sympy-18189,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,218,27
20260217_mini-v2.0.0_minimax-2-5-high/sympy__sympy-20801,sympy__sympy-20801,mini-swe-agent-2.0.0,minimax-m2.5@high,minimax,0,reason_sent,391,57
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11292,django__django-11292,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,352,54
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11734,django__django-11734,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,reason_sent,1053,125
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-11999,django__django-11999,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,332,67
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-13837,django__django-13837,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,344,39
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-14140,django__django-14140,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,259,29
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-15128,django__django-15128,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,628,84
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-15572,django__django-15572,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,229,33
20260217_mini-v2.0.0_claude-4-5-sonnet-high/django__django-15973,django__django-15973,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,reason_sent,458,85
20260217_mini-v2.0.0_claude-4-5-sonnet-high/pydata__xarray-7229,pydata__xarray-7229,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,reason_sent,354,59
20260217_mini-v2.0.0_claude-4-5-sonnet-high/pytest-dev__pytest-7982,pytest-dev__pytest-7982,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,246,47
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sphinx-doc__sphinx-8269,sphinx-doc__sphinx-8269,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,243,29
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sphinx-doc__sphinx-8551,sphinx-doc__sphinx-8551,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,670,77
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sphinx-doc__sphinx-9230,sphinx-doc__sphinx-9230,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,280,42
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sympy__sympy-13091,sympy__sympy-13091,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,0,reason_sent,367,76
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sympy__sympy-13974,sympy__sympy-13974,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,reason_sent,447,49
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sympy__sympy-18199,sympy__sympy-18199,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,reason_sent,387,59
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sympy__sympy-20916,sympy__sympy-20916,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,reason_sent,308,47
20260217_mini-v2.0.0_claude-4-5-sonnet-high/sympy__sympy-22080,sympy__sympy-22080,mini-swe-agent-2.0.0,claude-sonnet-4-5-20250929@high,anthropic,1,reason_sent,543,93
20260217_mini-v2.0.0_claude-4-5-haiku-high/astropy__astropy-8707,astropy__astropy-8707,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,1,reason_sent,355,60
20260217_mini-v2.0.0_claude-4-5-haiku-high/django__django-11133,django__django-11133,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,230,36
20260217_mini-v2.0.0_claude-4-5-haiku-high/django__django-12273,django__django-12273,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,1,reason_sent,343,57
20260217_mini-v2.0.0_claude-4-5-haiku-high/django__django-13344,django__django-13344,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,1,reason_sent,982,78
20260217_mini-v2.0.0_claude-4-5-haiku-high/django__django-13590,django__django-13590,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,350,54
20260217_mini-v2.0.0_claude-4-5-haiku-high/django__django-16116,django__django-16116,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,632,89
20260217_mini-v2.0.0_claude-4-5-haiku-high/matplotlib__matplotlib-20488,matplotlib__matplotlib-20488,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,513,74
20260217_mini-v2.0.0_claude-4-5-haiku-high/matplotlib__matplotlib-26291,matplotlib__matplotlib-26291,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,458,70
20260217_mini-v2.0.0_claude-4-5-haiku-high/psf__requests-2317,psf__requests-2317,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,348,44
20260217_mini-v2.0.0_claude-4-5-haiku-high/pylint-dev__pylint-6386,pylint-dev__pylint-6386,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,1,reason_sent,390,72
20260217_mini-v2.0.0_claude-4-5-haiku-high/pytest-dev__pytest-7432,pytest-dev__pytest-7432,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,497,69
20260217_mini-v2.0.0_claude-4-5-haiku-high/pytest-dev__pytest-7490,pytest-dev__pytest-7490,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,517,61
20260217_mini-v2.0.0_claude-4-5-haiku-high/scikit-learn__scikit-learn-12973,scikit-learn__scikit-learn-12973,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,243,37
20260217_mini-v2.0.0_claude-4-5-haiku-high/scikit-learn__scikit-learn-25973,scikit-learn__scikit-learn-25973,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,373,77
20260217_mini-v2.0.0_claude-4-5-haiku-high/sphinx-doc__sphinx-8035,sphinx-doc__sphinx-8035,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,555,111
20260217_mini-v2.0.0_claude-4-5-haiku-high/sphinx-doc__sphinx-8265,sphinx-doc__sphinx-8265,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,1,reason_sent,429,66
20260217_mini-v2.0.0_claude-4-5-haiku-high/sphinx-doc__sphinx-9258,sphinx-doc__sphinx-9258,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,1,reason_sent,523,100
20260217_mini-v2.0.0_claude-4-5-haiku-high/sympy__sympy-12481,sympy__sympy-12481,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,592,78
20260217_mini-v2.0.0_claude-4-5-haiku-high/sympy__sympy-13798,sympy__sympy-13798,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,1,reason_sent,583,86
20260217_mini-v2.0.0_claude-4-5-haiku-high/sympy__sympy-16766,sympy__sympy-16766,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,372,68
20260217_mini-v2.0.0_claude-4-5-haiku-high/sympy__sympy-18211,sympy__sympy-18211,mini-swe-agent-2.0.0,claude-haiku-4-5-20251001@high,anthropic,0,reason_sent,348,56
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-11292,django__django-11292,mini-swe-agent-1.0.0,gemini-2.5-pro,google,0,all_sent,499,16
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-12419,django__django-12419,mini-swe-agent-1.0.0,gemini-2.5-pro,google,0,all_sent,324,17
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13658,django__django-13658,mini-swe-agent-1.0.0,gemini-2.5-pro,google,0,all_sent,4605,9
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13925,django__django-13925,mini-swe-agent-1.0.0,gemini-2.5-pro,google,1,all_sent,387,10
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-13964,django__django-13964,mini-swe-agent-1.0.0,gemini-2.5-pro,google,1,all_sent,1062,59
20250726_mini-v1.0.0_gemini-2.5-pro/django__django-14725,django__django-14725,mini-swe-agent-1.0.0,gemini-2.5-pro,google,1,all_sent,365,31
20250726_mini-v1.0.0_gemini-2.5-pro/matplotlib__matplotlib-23412,matplotlib__matplotlib-23412,mini-swe-agent-1.0.0,gemini-2.5-pro,google,0,all_sent,277,15
20250726_mini-v1.0.0_gemini-2.5-pro/matplotlib__matplotlib-24026,matplotlib__matplotlib-24026,mini-swe-agent-1.0.0,gemini-2.5-pro,google,0,all_sent,344,10
20250726_mini-v1.0.0_gemini-2.5-pro/matplotlib__matplotlib-25479,matplotlib__matplotlib-25479,mini-swe-agent-1.0.0,gemini-2.5-pro,google,1,all_sent,778,23
20250726_mini-v1.0.0_gemini-2.5-pro/pydata__xarray-3677,pydata__xarray-3677,mini-swe-agent-1.0.0,gemini-2.5-pro,google,0,all_sent,319,15
20250726_mini-v1.0.0_gemini-2.5-pro/pydata__xarray-7229,pydata__xarray-7229,mini-swe-agent-1.0.0,gemini-2.5-pro,google,1,all_sent,474,37
20250726_mini-v1.0.0_gemini-2.5-pro/scikit-learn__scikit-learn-13124,scikit-learn__scikit-learn-13124,mini-swe-agent-1.0.0,gemini-2.5-pro,google,0,all_sent,492,11
20250726_mini-v1.0.0_gemini-2.5-pro/sphinx-doc__sphinx-11445,sphinx-doc__sphinx-11445,mini-swe-agent-1.0.0,gemini-2.5-pro,google,0,all_sent,482,17
20250726_mini-v1.0.0_gemini-2.5-pro/sphinx-doc__sphinx-11510,sphinx-doc__sphinx-11510,mini-swe-agent-1.0.0,gemini-2.5-pro,google,1,all_sent,330,12
20250822_mini-v1.9.1_glm-4.5/astropy__astropy-14508,astropy__astropy-14508,mini-swe-agent-1.9.1,GLM-4.5,zhipu,0,all_sent,333,23
20250822_mini-v1.9.1_glm-4.5/django__django-11095,django__django-11095,mini-swe-agent-1.9.1,GLM-4.5,zhipu,0,all_sent,464,44
20250822_mini-v1.9.1_glm-4.5/django__django-11133,django__django-11133,mini-swe-agent-1.9.1,GLM-4.5,zhipu,0,all_sent,336,25
20250822_mini-v1.9.1_glm-4.5/django__django-11265,django__django-11265,mini-swe-agent-1.9.1,GLM-4.5,zhipu,1,all_sent,505,39
20250822_mini-v1.9.1_glm-4.5/django__django-12193,django__django-12193,mini-swe-agent-1.9.1,GLM-4.5,zhipu,1,all_sent,525,44
